chr,midpos,nsites_fly,fst_fly,top_5_fly,nsites_crow,fst_crow,top_5_crow,nsites_will,fst_will,top_5_will,nsites_black,fst_black,top_5_black,nsites_green,fst_green,top_5_green,nsites_blue,fst_blue,top_5_blue,nsites_swain,fst_swain,top_5_swain,nsites_stone,fst_stone,top_5_stone
Chromosome_20,2550001,84688,0.354404,0,70772,0.049675,0,69007,0.030064,0,66425,0.014491,0,2268,0.43654,0,58441,0.025646,0,1015,0.07134731,0,390,0.25987891,0
Chromosome_20,2650001,86378,0.318487,0,68430,0.040132,0,68950,0.033503,0,68935,0.013264,0,1128,0.473546,0,54451,0.026653,0,946,0.07877264,0,394,0.25636894,0
Chromosome_20,2750001,86080,0.324794,0,68404,0.043104,0,68410,0.027471,0,66943,0.015736,0,3254,0.236574,0,56045,0.026349,0,874,0.0688017,0,375,0.26949433,0
Chromosome_20,2850001,88087,0.34572,0,72925,0.041631,0,74025,0.027526,0,73849,0.01699,0,1729,0.443966,0,61357,0.025413,0,820,0.07689276,0,510,0.27313543,0
Chromosome_20,2950001,87469,0.319762,0,70220,0.032114,0,72717,0.032993,0,74258,0.01804,0,3524,0.202511,0,63769,0.023794,0,1648,0.06615342,0,633,0.19669707,0
Chromosome_20,3050001,91337,0.310244,0,73911,0.049382,0,76604,0.031453,0,75749,0.017933,0,4317,0.376809,0,64792,0.026198,0,1086,0.07202622,0,438,0.32024209,0
Chromosome_20,3150001,91659,0.351494,0,79272,0.036671,0,80231,0.027913,0,79999,0.018746,0,1883,0.361358,0,71885,0.026462,0,932,0.08100336,0,509,0.31549994,0
Chromosome_20,3250001,94232,0.346669,0,77776,0.053802,0,81883,0.028605,0,75885,0.017979,0,2256,0.216599,0,68599,0.029108,0,884,0.08551006,0,552,0.3343156,0
Chromosome_20,3350001,96199,0.355326,0,79019,0.05076,0,82252,0.031222,0,80894,0.016877,0,1520,0.399302,0,69828,0.028,0,1044,0.07459395,0,740,0.31353062,0
Chromosome_20,3450001,92110,0.334042,0,79108,0.046883,0,78258,0.027869,0,75132,0.015764,0,1457,0.302248,0,69152,0.025743,0,589,0.08646291,0,661,0.31286985,0
Chromosome_20,3550001,96101,0.342242,0,81734,0.044097,0,79166,0.027183,0,82260,0.017008,0,1588,0.261698,0,74417,0.031226,0,1019,0.07725713,0,711,0.27064524,0
Chromosome_20,3650001,95884,0.351387,0,84412,0.040118,0,84038,0.028997,0,80153,0.017354,0,1076,0.448837,0,80417,0.026277,0,1067,0.07385734,0,594,0.30543767,0
Chromosome_20,3750001,93737,0.346035,0,77895,0.046971,0,77304,0.025638,0,76273,0.021302,0,2718,0.336172,0,68913,0.025238,0,876,0.08339624,0,602,0.29068735,0
Chromosome_20,3850001,90312,0.337699,0,78257,0.039188,0,78242,0.030057,0,76426,0.01605,0,1946,0.198281,0,70835,0.027354,0,1101,0.08110647,0,492,0.34135366,0
Chromosome_20,3950001,86981,0.331031,0,75271,0.056014,0,72131,0.022918,0,74340,0.015496,0,1440,0.269677,0,66434,0.029072,0,739,0.07433866,0,580,0.31085728,0
Chromosome_20,4050001,86891,0.332943,0,72692,0.048969,0,71476,0.028813,0,71680,0.016964,0,1075,0.31644,0,62948,0.030703,0,1179,0.06756949,0,428,0.26272557,0
Chromosome_20,4150001,90646,0.330205,0,74819,0.049737,0,74543,0.029998,0,74409,0.018411,0,2604,0.240265,0,67525,0.025436,0,1272,0.07063905,0,430,0.35372071,0
Chromosome_20,4250001,92448,0.319985,0,80729,0.050651,0,78970,0.028595,0,79389,0.015293,0,4252,0.201916,0,69705,0.028469,0,1033,0.07636287,0,517,0.31495292,0
Chromosome_20,4350001,94054,0.325135,0,81107,0.052223,0,79269,0.028771,0,81137,0.010171,0,3037,0.164095,0,73846,0.027289,0,1034,0.07882582,0,771,0.35583524,0
Chromosome_20,4450001,89625,0.340497,0,78259,0.037656,0,78905,0.026989,0,78849,0.017985,0,1238,0.226423,0,72301,0.028939,0,872,0.06956644,0,472,0.31009119,0
Chromosome_20,4550001,96011,0.332752,0,86701,0.053301,0,86045,0.029138,0,86164,0.016282,0,1420,0.23845,0,80707,0.027894,0,1131,0.07844936,0,536,0.36878502,0
Chromosome_20,4650001,95848,0.336335,0,87858,0.044856,0,85593,0.028361,0,86039,0.013741,0,1475,0.162316,0,81140,0.027639,0,1028,0.07653736,0,479,0.39193772,0
Chromosome_20,4750001,98507,0.318018,0,90191,0.04701,0,89966,0.025586,0,83401,0.015441,0,1458,0.112042,0,86338,0.026454,0,1083,0.07844828,0,536,0.38316304,0
Chromosome_20,4850001,96458,0.317149,0,87843,0.048256,0,87140,0.029085,0,86144,0.016994,0,1486,0.109884,0,81817,0.026271,0,1101,0.07540081,0,505,0.48506008,1
Chromosome_20,4950001,94925,0.369968,0,87870,0.046236,0,85576,0.027616,0,61917,0.018616,0,2294,0.112193,0,81538,0.02873,0,1183,0.07576574,0,425,0.38985703,0
Chromosome_20,5050001,95445,0.336935,0,86611,0.058527,0,85686,0.028235,0,87027,0.019343,0,1971,0.12522,0,82463,0.028717,0,1172,0.07912068,0,363,0.32502075,0
Chromosome_20,5150001,95160,0.343956,0,84789,0.052721,0,82618,0.027396,0,83200,0.014075,0,1631,0.153437,0,74203,0.026474,0,892,0.07230997,0,219,0.35768111,0
Chromosome_20,5250001,90962,0.310426,0,79641,0.055243,0,79439,0.030037,0,80833,0.01566,0,1448,0.142012,0,74901,0.025994,0,849,0.08153216,0,276,0.43313006,0
Chromosome_20,5350001,95791,0.328214,0,86380,0.048857,0,81173,0.028276,0,85208,0.015067,0,3591,0.156947,0,79816,0.029102,0,1517,0.07124742,0,154,0.64170546,1
Chromosome_20,5450001,94119,0.35401,0,85211,0.031683,0,82143,0.025751,0,85809,0.020543,0,4139,0.154319,0,78980,0.025746,0,1287,0.07195416,0,134,0.70037302,1
Chromosome_20,5550001,91540,0.334171,0,81326,0.037568,0,81470,0.028084,0,83047,0.018455,0,4889,0.193221,0,75525,0.0292,0,1545,0.07607341,0,152,0.66714829,1
Chromosome_20,5650001,85509,0.353961,0,76473,0.03791,0,62995,0.0295,0,76269,0.013307,0,2792,0.200078,0,67202,0.02803,0,1240,0.07095484,0,129,0.76346565,1
Chromosome_20,5750001,88008,0.320323,0,76946,0.033089,0,79433,0.026736,0,77707,0.0154,0,3667,0.629477,1,69647,0.02606,0,1112,0.07044837,0,156,0.62687333,1
Chromosome_20,5850001,80024,0.360324,0,72363,0.040485,0,73216,0.037522,0,71295,0.016565,0,5538,0.740522,1,61397,0.026906,0,1125,0.07210126,0,104,0.70435309,1
Chromosome_20,5950001,89895,0.341864,0,80084,0.05011,0,80835,0.048646,1,80374,0.016907,0,2933,0.707057,1,74621,0.025109,0,1381,0.07284178,0,148,0.78469294,1
Chromosome_20,6050001,88600,0.379457,0,83227,0.058591,0,83111,0.055163,1,82592,0.016032,0,1930,0.62234,1,78507,0.025817,0,1257,0.07690232,0,158,0.79427238,1
Chromosome_20,6150001,93772,0.334997,0,82720,0.05222,0,84256,0.054873,1,84821,0.013436,0,4941,0.582925,0,74217,0.024278,0,1605,0.07434516,0,151,0.68150863,1
Chromosome_20,6250001,90902,0.307986,0,78485,0.06733,0,78309,0.060181,1,78403,0.018559,0,3750,0.631379,1,72407,0.027564,0,1214,0.07308812,0,225,0.61679482,1
Chromosome_20,6350001,88991,0.335231,0,76081,0.057367,0,77690,0.050617,1,76962,0.015747,0,3315,0.5919,0,71379,0.027049,0,938,0.07626176,0,372,0.46382939,1
Chromosome_20,6450001,91971,0.315892,0,79516,0.055988,0,79694,0.053658,1,78101,0.016585,0,2203,0.437195,0,71075,0.026887,0,870,0.07629706,0,170,0.72371528,1
Chromosome_20,6550001,93902,0.296565,0,86047,0.044235,0,85253,0.053777,1,84011,0.015179,0,2628,0.492868,0,81428,0.026617,0,1241,0.07569097,0,260,0.77370441,1
Chromosome_20,6650001,96066,0.316238,0,83035,0.057977,0,83775,0.04598,1,81161,0.01849,0,1494,0.642821,1,76694,0.02871,0,1050,0.07672109,0,159,0.75035626,1
Chromosome_20,6750001,94789,0.341713,0,86689,0.037182,0,84449,0.051971,1,86300,0.015953,0,696,0.312337,0,82174,0.032745,0,1185,0.0767735,0,195,0.77784596,1
Chromosome_20,6850001,92764,0.337694,0,82463,0.036685,0,84786,0.037159,0,83226,0.017332,0,4046,0.421891,0,78777,0.026993,0,1472,0.07379567,0,157,0.75260671,1
Chromosome_20,6950001,92340,0.341228,0,85573,0.044126,0,86046,0.03631,0,85931,0.018683,0,7302,0.43092,0,79564,0.025794,0,1880,0.07672855,0,148,0.78914071,1
Chromosome_20,7050001,86418,0.360833,0,71847,0.048174,0,82724,0.031001,0,82184,0.013414,0,8121,0.517633,0,65616,0.027252,0,1519,0.09835817,0,106,0.77106308,1
Chromosome_20,7150001,92166,0.371788,0,72604,0.038783,0,86960,0.0269,0,86419,0.014935,0,5311,0.507025,0,75529,0.029499,0,1688,0.08745892,0,167,0.7693211,1
Chromosome_20,7250001,95223,0.377444,0,84839,0.047017,0,88735,0.017313,0,88239,0.016324,0,3030,0.358517,0,85003,0.028991,0,1184,0.09323905,0,258,0.81360286,1
Chromosome_20,7350001,71173,0.353789,0,58848,0.032072,0,63554,0.025568,0,70020,0.012962,0,3153,0.243397,0,58513,0.022904,0,1239,0.10040683,0,199,0.70589714,1
Chromosome_20,7450001,90409,0.358987,0,84338,0.06247,0,82973,0.028584,0,84137,0.017991,0,4181,0.328669,0,78693,0.025426,0,1395,0.07867132,0,196,0.69196693,1
Chromosome_20,7550001,83155,0.347001,0,70851,0.041349,0,77634,0.040626,1,77037,0.014091,0,4034,0.350741,0,66731,0.02827,0,1098,0.07451216,0,117,0.73653467,1
Chromosome_20,7650001,91886,0.337293,0,86249,0.047186,0,88806,0.026799,0,86633,0.018606,0,3390,0.496999,0,84185,0.027048,0,876,0.07583277,0,109,0.68012484,1
Chromosome_20,7750001,90279,0.357211,0,71988,0.043492,0,85770,0.058283,1,85286,0.022054,0,5170,0.375245,0,62775,0.0276,0,1411,0.08843554,0,83,0.67955378,1
Chromosome_20,7850001,88206,0.310547,0,74504,0.054235,0,83829,0.04617,1,84263,0.016509,0,3665,0.51368,0,70315,0.025653,0,1170,0.08714176,0,207,0.44838207,0
Chromosome_20,7950001,91711,0.370834,0,75348,0.037326,0,88025,0.026223,0,88289,0.015218,0,2788,0.379161,0,72282,0.025603,0,1326,0.08832332,0,189,0.66983481,1
Chromosome_20,8050001,92267,0.322117,0,77805,0.037626,0,85300,0.027754,0,79148,0.020101,0,3632,0.194415,0,72700,0.028388,0,1058,0.0813148,0,389,0.36210492,0
Chromosome_20,8150001,89671,0.371564,0,80272,0.061875,0,84402,0.028749,0,84190,0.021057,0,3135,0.309339,0,79179,0.027528,0,1210,0.09015031,0,343,0.29158944,0
Chromosome_20,8250001,92643,0.345836,0,82615,0.047896,0,82985,0.027794,0,82093,0.015076,0,1328,0.359763,0,75296,0.027146,0,1181,0.08523165,0,311,0.43062908,0
Chromosome_20,8350001,94856,0.300129,0,82950,0.045207,0,86279,0.027985,0,85597,0.014919,0,2568,0.356779,0,80154,0.026308,0,742,0.07685831,0,403,0.55786732,1
Chromosome_20,8450001,90736,0.306907,0,79429,0.043644,0,85144,0.030886,0,84578,0.014973,0,2281,0.336392,0,81333,0.027962,0,1032,0.07735978,0,338,0.55208019,1
Chromosome_20,8550001,78968,0.190978,0,59034,0.040122,0,62264,0.029739,0,60543,0.017865,0,3648,0.291246,0,55661,0.026118,0,1150,0.07100315,0,218,0.5526341,1
Chromosome_20,8650001,91955,0.26951,0,81801,0.050371,0,86577,0.024025,0,86063,0.016403,0,3427,0.212045,0,76009,0.025304,0,721,0.07414977,0,285,0.36909244,0
Chromosome_20,8750001,93284,0.26066,0,80755,0.051739,0,80880,0.026328,0,81841,0.017571,0,4294,0.190731,0,74423,0.025877,0,978,0.06859301,0,328,0.34334775,0
Chromosome_20,8850001,90005,0.265124,0,78982,0.030618,0,79792,0.017065,0,40441,0.016235,0,1604,0.202774,0,74756,0.029027,0,850,0.07099169,0,870,0.32064127,0
Chromosome_20,8950001,94601,0.299916,0,83167,0.039627,0,85758,0.026577,0,84754,0.019404,0,1841,0.124645,0,79224,0.025247,0,904,0.06592423,0,396,0.33116922,0
Chromosome_20,9050001,91862,0.303302,0,83589,0.053128,0,83306,0.026408,0,82068,0.024526,0,2580,0.104187,0,76885,0.026128,0,1295,0.07744123,0,506,0.33748298,0
Chromosome_20,9150001,93789,0.299808,0,82660,0.036874,0,86631,0.026517,0,85581,0.019336,0,3500,0.129697,0,82245,0.02569,0,1133,0.07058869,0,471,0.33272926,0
Chromosome_20,9250001,98537,0.346308,0,89750,0.040986,0,90813,0.030231,0,90132,0.017491,0,2302,0.118574,0,86337,0.026481,0,1166,0.07515787,0,532,0.30203109,0
Chromosome_20,9350001,87401,0.311565,0,77413,0.052869,0,75164,0.027457,0,76341,0.015175,0,2749,0.086811,0,70144,0.026592,0,957,0.07757368,0,626,0.2653105,0
Chromosome_20,9450001,98714,0.363668,0,89725,0.053469,0,91115,0.028187,0,90202,0.014521,0,2868,0.212192,0,86039,0.02481,0,1126,0.07324192,0,566,0.26681124,0
Chromosome_20,9550001,92843,0.334171,0,81998,0.052404,0,83247,0.029981,0,74848,0.015461,0,2345,0.172322,0,76393,0.02686,0,938,0.07436718,0,342,0.31914153,0
Chromosome_20,9650001,91999,0.327858,0,84359,0.049997,0,84057,0.027012,0,82819,0.013533,0,2091,0.241914,0,79905,0.026101,0,1029,0.07372925,0,466,0.31450233,0
Chromosome_20,9750001,89325,0.340886,0,80148,0.042741,0,78617,0.027378,0,78827,0.017927,0,1732,0.196439,0,76991,0.026102,0,957,0.07283384,0,474,0.3279881,0
Chromosome_20,9850001,94404,0.360934,0,84239,0.065796,0,84268,0.027961,0,82656,0.01311,0,1909,0.232446,0,79943,0.025774,0,1091,0.07904802,0,564,0.3990376,0
Chromosome_20,9950001,91735,0.365804,0,81428,0.040889,0,82747,0.026551,0,81986,0.014735,0,1252,0.116116,0,76659,0.027721,0,742,0.08080015,0,507,0.32065893,0
Chromosome_20,10050001,87687,0.363531,0,78676,0.034464,0,78967,0.027153,0,80248,0.015906,0,1821,0.099197,0,73023,0.025879,0,864,0.06734959,0,576,0.31813117,0
Chromosome_20,10150001,94768,0.344428,0,83377,0.029542,0,84744,0.0285,0,83596,0.015021,0,1892,0.181551,0,80614,0.025999,0,1061,0.07385074,0,478,0.33634504,0
Chromosome_20,10250001,92758,0.32374,0,86190,0.030883,0,86418,0.029477,0,86136,0.018156,0,2648,0.193102,0,83518,0.025762,0,1157,0.07063071,0,502,0.33651002,0
Chromosome_20,10350001,89601,0.334505,0,75926,0.055219,0,80504,0.028211,0,79249,0.018821,0,3449,0.137024,0,72612,0.026027,0,950,0.07571392,0,505,0.28882716,0
Chromosome_20,10450001,94426,0.34244,0,84122,0.045887,0,85120,0.029207,0,84705,0.019955,0,2093,0.173338,0,75982,0.025909,0,1365,0.07457218,0,435,0.31229669,0
Chromosome_20,10550001,94264,0.390949,0,85726,0.038694,0,87000,0.02955,0,86385,0.018727,0,3983,0.12811,0,79998,0.025937,0,1688,0.07669371,0,491,0.33501913,0
Chromosome_20,10650001,87754,0.371754,0,78821,0.055129,0,80768,0.027934,0,73668,0.016917,0,399,0.351764,0,73634,0.028038,0,807,0.0749226,0,502,0.36564736,0
Chromosome_20,10750001,93705,0.332168,0,84366,0.046717,0,83975,0.027543,0,82803,0.01907,0,2184,0.186612,0,77885,0.025589,0,1129,0.07015835,0,513,0.37485758,0
Chromosome_20,10850001,93828,0.311128,0,85674,0.047432,0,86463,0.028311,0,84694,0.015511,0,2386,0.145706,0,81978,0.026016,0,1285,0.07203637,0,507,0.33680816,0
Chromosome_20,10950001,96981,0.343314,0,86537,0.056299,0,86236,0.029828,0,85345,0.016861,0,1838,0.101447,0,83634,0.02529,0,976,0.0824801,0,444,0.30370311,0
Chromosome_20,11050001,96180,0.326637,0,88734,0.053624,0,88678,0.027398,0,86666,0.014972,0,2165,0.132437,0,84034,0.026521,0,1002,0.0763449,0,546,0.30544707,0
Chromosome_20,11150001,99089,0.386033,0,87279,0.051363,0,87196,0.027578,0,81218,0.014944,0,436,0.116242,0,82068,0.027138,0,925,0.07352179,0,716,0.34433574,0
Chromosome_20,11250001,93865,0.38181,0,85653,0.03445,0,85760,0.028272,0,58380,0.015487,0,758,0.096431,0,78940,0.0265,0,1082,0.07143458,0,641,0.34595562,0
Chromosome_20,11350001,98833,0.402612,0,88824,0.061066,0,90212,0.030547,0,88137,0.015116,0,1004,0.140878,0,78883,0.02553,0,787,0.08860741,0,765,0.29898447,0
Chromosome_20,11450001,97483,0.371374,0,86441,0.060416,0,86736,0.030686,0,86866,0.013074,0,797,0.194788,0,76560,0.02492,0,925,0.07289222,0,695,0.34688542,0
Chromosome_20,11550001,95900,0.414265,0,86107,0.019978,0,87723,0.028619,0,87180,0.018956,0,2136,0.173403,0,70902,0.028136,0,1145,0.08194188,0,672,0.30874146,0
Chromosome_20,11650001,98649,0.41304,0,89688,0.04325,0,91107,0.025382,0,90196,0.012608,0,3840,0.177328,0,84772,0.027576,0,1218,0.07785026,0,694,0.31931103,0
Chromosome_20,11750001,92734,0.431165,0,83833,0.075204,0,85040,0.02867,0,84615,0.014549,0,677,0.195351,0,78132,0.029432,0,1183,0.08219592,0,677,0.34563097,0
Chromosome_20,11850001,84541,0.396385,0,74531,0.045058,0,74400,0.028268,0,75443,0.015042,0,1205,0.204132,0,70431,0.028218,0,948,0.06804458,0,471,0.30420502,0
Chromosome_20,11950001,91247,0.437771,0,80629,0.047481,0,84242,0.027298,0,82924,0.014498,0,1848,0.354064,0,76795,0.027733,0,813,0.08417845,0,503,0.37406647,0
Chromosome_20,12050001,92918,0.370674,0,84805,0.060439,0,84818,0.028831,0,83573,0.015558,0,1879,0.252697,0,76558,0.028128,0,1053,0.08628068,0,478,0.30184601,0
Chromosome_20,12150001,94425,0.393803,0,86489,0.055034,0,87934,0.027064,0,87212,0.014857,0,2718,0.148386,0,82139,0.028377,0,1264,0.07614162,0,439,0.33779123,0
Chromosome_20,12250001,92951,0.429406,0,86676,0.051547,0,86950,0.02704,0,86080,0.014685,0,1400,0.186647,0,79747,0.025344,0,1157,0.07217236,0,538,0.35923149,0
Chromosome_20,12350001,95743,0.416002,0,88192,0.043293,0,89399,0.027264,0,88442,0.017929,0,1423,0.255953,0,84744,0.026002,0,1145,0.07512027,0,568,0.33014403,0
Chromosome_20,12450001,93696,0.352422,0,87461,0.048349,0,87723,0.027799,0,87454,0.018628,0,2754,0.126157,0,84197,0.025664,0,1003,0.08052387,0,471,0.3531076,0
Chromosome_20,12550001,94202,0.346791,0,83453,0.040315,0,84554,0.029536,0,77349,0.017215,0,2942,0.135297,0,74719,0.027161,0,851,0.06961154,0,375,0.35610361,0
Chromosome_20,12650001,93671,0.332553,0,83481,0.043739,0,84264,0.029492,0,82294,0.015605,0,1995,0.114977,0,74145,0.027767,0,736,0.07756831,0,557,0.32571443,0
Chromosome_20,12750001,92044,0.334196,0,80736,0.047459,0,82480,0.027634,0,80225,0.01691,0,1455,0.139042,0,77153,0.025171,0,901,0.07630215,0,567,0.32505281,0
Chromosome_20,12850001,94518,0.327243,0,85736,0.059498,0,84419,0.027344,0,82346,0.015568,0,2393,0.152903,0,78683,0.025526,0,713,0.08607023,0,532,0.28686349,0
Chromosome_20,12950001,96819,0.330241,0,84828,0.066965,0,84162,0.028166,0,83041,0.018175,0,1364,0.133743,0,79762,0.026656,0,792,0.07461752,0,711,0.28295356,0
Chromosome_20,13050001,92165,0.34656,0,73391,0.042783,0,71656,0.026535,0,68929,0.01676,0,1635,0.261103,0,59600,0.028357,0,657,0.07596179,0,538,0.2514927,0
Chromosome_20,13150001,87470,0.314366,0,64833,0.050103,0,66374,0.026734,0,64224,0.015923,0,1301,0.11263,0,51503,0.027114,0,347,0.06152751,0,705,0.23976824,0
Chromosome_20,13250001,87575,0.313491,0,62922,0.057812,0,57221,0.025777,0,55904,0.013482,0,1423,0.159184,0,37430,0.026668,0,737,0.05228086,0,501,0.24189278,0
Chromosome_20,13350001,89789,0.308629,0,61785,0.044161,0,51530,0.026304,0,56356,0.017938,0,NA,NA,NA,28323,0.026921,0,135,0.09802521,0,606,0.19863661,0
Chromosome_20,13450001,77810,0.298567,0,50420,0.057212,0,40319,0.027312,0,40562,0.014235,0,262,0.023273,0,18046,0.027684,0,152,0.07125026,0,304,0.24645417,0
Chromosome_20,13550001,87922,0.321717,0,63289,0.051387,0,61266,0.028489,0,56460,0.017512,0,1697,0.154156,0,45205,0.028734,0,336,0.069771,0,535,0.28232041,0
Chromosome_20,13650001,85804,0.306405,0,70316,0.047871,0,67031,0.026895,0,61513,0.018758,0,1494,0.271576,0,60985,0.029869,0,497,0.07590839,0,447,0.25533424,0
Chromosome_20,13750001,88079,0.33861,0,77842,0.050218,0,77116,0.027579,0,72093,0.017207,0,1427,0.038105,0,72904,0.027221,0,474,0.08137632,0,360,0.26564123,0
Chromosome_20,13850001,97242,0.350638,0,88930,0.045161,0,90085,0.026651,0,80677,0.019348,0,2335,0.126322,0,85180,0.026642,0,902,0.06485541,0,468,0.32640726,0
Chromosome_20,13950001,91696,0.35271,0,75352,0.039576,0,64968,0.026642,0,66051,0.017704,0,1310,0.111484,0,55226,0.025107,0,488,0.06962112,0,445,0.27476948,0
Chromosome_20,14050001,93060,0.302396,0,71760,0.043082,0,60742,0.030006,0,52520,0.019904,0,1113,0.234484,0,54739,0.025845,0,365,0.07911759,0,408,0.27789131,0
Chromosome_20,14150001,90640,0.312916,0,72502,0.044348,0,66151,0.031025,0,62506,0.018609,0,1265,0.126337,0,53198,0.026774,0,697,0.06785682,0,483,0.27389178,0
Chromosome_20,14250001,87818,0.352017,0,69466,0.033801,0,62065,0.027452,0,55909,0.011362,0,2228,0.076245,0,62154,0.039697,1,430,0.06755566,0,425,0.28430285,0
Chromosome_20,14350001,81642,0.33754,0,61288,0.042246,0,60187,0.031434,0,58908,0.018155,0,2595,0.172261,0,56003,0.028719,0,575,0.07155707,0,536,0.25483828,0
Chromosome_20,14450001,92331,0.379587,0,72838,0.047319,0,64499,0.028783,0,53307,0.017552,0,2804,0.146083,0,54717,0.025413,0,525,0.06796251,0,542,0.254293,0
Chromosome_20,14550001,91081,0.366734,0,76309,0.034293,0,72641,0.027308,0,61949,0.015576,0,2838,0.180131,0,60845,0.027586,0,662,0.07545925,0,495,0.30091626,0
Chromosome_20,14650001,89206,0.363334,0,71039,0.040815,0,67201,0.028118,0,57317,0.016957,0,2428,0.133839,0,54121,0.02943,0,692,0.07983174,0,487,0.29991076,0
Chromosome_20,14750001,91701,0.389619,0,77207,0.019093,0,77558,0.028505,0,68983,0.016432,0,2139,0.180681,0,63787,0.030093,0,756,0.07418475,0,551,0.26381341,0
Chromosome_20,14850001,82355,0.338915,0,63743,0.046924,0,63643,0.027521,0,54076,0.0172,0,2993,0.1524,0,42256,0.027646,0,608,0.06597792,0,368,0.35303554,0
Chromosome_20,14950001,82832,0.356263,0,62202,0.043141,0,51829,0.030559,0,47521,0.017603,0,1325,0.103799,0,44843,0.026909,0,603,0.06922712,0,306,0.28480286,0
Chromosome_20,15050001,69007,0.402345,0,58142,0.052598,0,53116,0.030609,0,51474,0.014007,0,1732,0.220925,0,47329,0.030211,0,646,0.07151619,0,286,0.25886555,0
Chromosome_20,15150001,78441,0.397481,0,51787,0.059283,0,44868,0.027404,0,43733,0.016659,0,656,0.042194,0,35520,0.030077,0,284,0.06019321,0,123,0.24517935,0
Chromosome_20,15250001,83818,0.519476,1,64590,0.047635,0,58968,0.029677,0,53808,0.018684,0,629,0.48311,0,53591,0.025118,0,714,0.06987586,0,280,0.27533561,0
Chromosome_20,15350001,86176,0.695537,1,74898,0.060403,0,71792,0.02532,0,62800,0.015788,0,848,0.189967,0,63995,0.028099,0,1423,0.07523028,0,201,0.40054367,0
Chromosome_20,15450001,96580,0.720317,1,85387,0.058189,0,74934,0.037297,0,1471,0.004514,0,1012,0.024267,0,62138,0.027238,0,957,0.08120163,0,91,0.30704598,0
Chromosome_20,15550001,95490,0.749563,1,77256,0.056664,0,63501,0.028604,0,NA,NA,NA,907,0.805512,1,53127,0.022622,0,619,0.08284639,0,157,0.36963501,0
Chromosome_20,15650001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,0.0621123,0,257,0.40968736,0
Chromosome_21,50001,90387,0.887624,1,76968,0.011937,0,73624,0.026161,0,77406,0.011469,0,1834,0.146181,0,30176,0.023161,0,630,0.30801327,0,233,0.35495526,0
Chromosome_21,150001,72357,0.825679,1,54994,0.046746,0,59453,0.027586,0,62075,0.017161,0,1275,0.211668,0,21230,0.027889,0,300,0.53287517,1,148,0.29870296,0
Chromosome_21,250001,69930,0.695789,1,47409,0.035488,0,66757,0.028025,0,68426,0.015466,0,1273,0.093631,0,48938,0.027579,0,582,0.40862199,1,241,0.28103564,0
Chromosome_21,350001,86376,0.748984,1,74366,0.054368,0,77389,0.028033,0,78163,0.013547,0,1082,0.112567,0,64587,0.028907,0,256,0.54346353,1,202,0.41550812,0
Chromosome_21,450001,94510,0.63359,1,84057,0.04718,0,78670,0.028315,0,83353,0.012952,0,1809,0.267774,0,61238,0.028097,0,347,0.42711058,1,400,0.32914245,0
Chromosome_21,550001,86104,0.519792,1,75363,0.06119,0,71698,0.028425,0,78325,0.014011,0,2150,0.15489,0,64965,0.0322,0,345,0.53499042,1,281,0.34093232,0
Chromosome_21,650001,91712,0.495716,1,81055,0.035733,0,84528,0.028932,0,83461,0.016164,0,2612,0.310681,0,78996,0.030033,0,286,0.52540732,1,341,0.3798057,0
Chromosome_21,750001,52886,0.313331,0,23954,0.037671,0,19207,0.023187,0,39084,0.013884,0,352,0.437484,0,19260,0.023279,0,390,0.25308719,0,335,0.16869788,0
Chromosome_21,850001,75094,0.292415,0,52128,0.032324,0,59206,0.026857,0,57564,0.016625,0,408,0.02151,0,38683,0.028042,0,635,0.10931459,0,280,0.26095548,0
Chromosome_21,950001,90504,0.335347,0,74417,0.032589,0,76045,0.023158,0,71790,0.015387,0,4190,0.096256,0,53574,0.027302,0,1200,0.12665718,0,502,0.30115202,0
Chromosome_21,1050001,90501,0.334616,0,76955,0.041279,0,79579,0.031558,0,78272,0.015694,0,1930,0.099769,0,63141,0.027241,0,964,0.09326553,0,517,0.29524144,0
Chromosome_21,1150001,90744,0.330568,0,76331,0.048524,0,78922,0.034077,0,77272,0.015136,0,1959,0.080311,0,69714,0.027501,0,1247,0.09371385,0,364,0.286242,0
Chromosome_21,1250001,84883,0.303591,0,72192,0.032359,0,74857,0.032697,0,74048,0.016718,0,2041,0.161957,0,70291,0.028264,0,881,0.08310932,0,365,0.28440661,0
Chromosome_21,1350001,82548,0.332751,0,55045,0.016005,0,55547,0.044319,1,60529,0.011884,0,1000,0.140096,0,53759,0.019906,0,874,0.08771454,0,431,0.26408257,0
Chromosome_21,1450001,88450,0.32331,0,70677,0.034303,0,63979,0.023848,0,69509,0.015688,0,384,0.03259,0,67121,0.02584,0,1058,0.06933485,0,384,0.27957447,0
Chromosome_21,1550001,76792,0.318138,0,55912,0.040017,0,50384,0.020185,0,53706,0.018101,0,560,0.191236,0,52145,0.02726,0,829,0.0703045,0,368,0.20464594,0
Chromosome_21,1650001,76395,0.348722,0,60911,0.047279,0,55289,0.042496,1,58135,0.015539,0,1308,0.131041,0,56986,0.028576,0,1070,0.06554203,0,162,0.26727654,0
Chromosome_21,1750001,82333,0.299417,0,54038,0.044632,0,50108,0.025649,0,50338,0.019849,0,302,0.06532,0,53155,0.043397,1,697,0.07401395,0,318,0.19739376,0
